ZIP,YEAR,ORDINAL,INCOME GROUP,HOUSEHOLDS
92019,2019,7,"$100,000 to $124,999",1526
92019,2019,8,"$125,000 to $149,999",957
92019,2019,9,"$150,000 to $199,999",1167
92019,2019,10,"$200,000 or more",1364
92020,2010,1,"Less than $15,000",2728
92020,2010,2,"$15,000 to $29,999",3646
92020,2010,3,"$30,000 to $44,999",3354
92020,2010,4,"$45,000 to $59,999",2506
92020,2010,5,"$60,000 to $74,999",2019
92020,2010,6,"$75,000 to $99,999",2138
92020,2010,7,"$100,000 to $124,999",1534
92020,2010,8,"$125,000 to $149,999",905
92020,2010,9,"$150,000 to $199,999",630
92020,2010,10,"$200,000 or more",868
92020,2011,1,"Less than $15,000",2739
92020,2011,2,"$15,000 to $29,999",3654
92020,2011,3,"$30,000 to $44,999",3350
92020,2011,4,"$45,000 to $59,999",2472
92020,2011,5,"$60,000 to $74,999",2009
92020,2011,6,"$75,000 to $99,999",2130
92020,2011,7,"$100,000 to $124,999",1548
92020,2011,8,"$125,000 to $149,999",928
92020,2011,9,"$150,000 to $199,999",623
92020,2011,10,"$200,000 or more",859
92020,2012,1,"Less than $15,000",3211
92020,2012,2,"$15,000 to $29,999",3790
92020,2012,3,"$30,000 to $44,999",3056
92020,2012,4,"$45,000 to $59,999",2513
92020,2012,5,"$60,000 to $74,999",1975
92020,2012,6,"$75,000 to $99,999",2102
92020,2012,7,"$100,000 to $124,999",1557
92020,2012,8,"$125,000 to $149,999",795
92020,2012,9,"$150,000 to $199,999",646
92020,2012,10,"$200,000 or more",733
92020,2013,1,"Less than $15,000",3273
92020,2013,2,"$15,000 to $29,999",4080
92020,2013,3,"$30,000 to $44,999",3076
92020,2013,4,"$45,000 to $59,999",2698
92020,2013,5,"$60,000 to $74,999",1832
92020,2013,6,"$75,000 to $99,999",1954
92020,2013,7,"$100,000 to $124,999",1341
92020,2013,8,"$125,000 to $149,999",835
92020,2013,9,"$150,000 to $199,999",798
92020,2013,10,"$200,000 or more",673
92020,2014,1,"Less than $15,000",3345
92020,2014,2,"$15,000 to $29,999",4142
92020,2014,3,"$30,000 to $44,999",3129
92020,2014,4,"$45,000 to $59,999",2796
92020,2014,5,"$60,000 to $74,999",1764
92020,2014,6,"$75,000 to $99,999",1730
92020,2014,7,"$100,000 to $124,999",1225
92020,2014,8,"$125,000 to $149,999",845
92020,2014,9,"$150,000 to $199,999",680
92020,2014,10,"$200,000 or more",765
92020,2015,1,"Less than $15,000",3035
92020,2015,2,"$15,000 to $29,999",3888
92020,2015,3,"$30,000 to $44,999",2857
92020,2015,4,"$45,000 to $59,999",2745
92020,2015,5,"$60,000 to $74,999",1787
92020,2015,6,"$75,000 to $99,999",2000
92020,2015,7,"$100,000 to $124,999",1393
92020,2015,8,"$125,000 to $149,999",835
92020,2015,9,"$150,000 to $199,999",840
92020,2015,10,"$200,000 or more",1001
92020,2016,1,"Less than $15,000",2929
92020,2016,2,"$15,000 to $29,999",3993
92020,2016,3,"$30,000 to $44,999",2750
92020,2016,4,"$45,000 to $59,999",2796
92020,2016,5,"$60,000 to $74,999",1954
92020,2016,6,"$75,000 to $99,999",2239
92020,2016,7,"$100,000 to $124,999",1344
92020,2016,8,"$125,000 to $149,999",804
92020,2016,9,"$150,000 to $199,999",838
92020,2016,10,"$200,000 or more",892
92020,2017,1,"Less than $15,000",2723
92020,2017,2,"$15,000 to $29,999",4046
92020,2017,3,"$30,000 to $44,999",2795
92020,2017,4,"$45,000 to $59,999",2579
92020,2017,5,"$60,000 to $74,999",1943
92020,2017,6,"$75,000 to $99,999",2163
92020,2017,7,"$100,000 to $124,999",1518
92020,2017,8,"$125,000 to $149,999",863
92020,2017,9,"$150,000 to $199,999",1000
92020,2017,10,"$200,000 or more",975
92020,2018,1,"Less than $15,000",2554
92020,2018,2,"$15,000 to $29,999",3919
92020,2018,3,"$30,000 to $44,999",2795
92020,2018,4,"$45,000 to $59,999",2430
92020,2018,5,"$60,000 to $74,999",1935
92020,2018,6,"$75,000 to $99,999",2334
92020,2018,7,"$100,000 to $124,999",1565
92020,2018,8,"$125,000 to $149,999",867
92020,2018,9,"$150,000 to $199,999",1026
92020,2018,10,"$200,000 or more",1211
92020,2019,1,"Less than $15,000",2738
92020,2019,2,"$15,000 to $29,999",3499
92020,2019,3,"$30,000 to $44,999",2760
92020,2019,4,"$45,000 to $59,999",2599
92020,2019,5,"$60,000 to $74,999",2032
92020,2019,6,"$75,000 to $99,999",2485
92020,2019,7,"$100,000 to $124,999",1492
92020,2019,8,"$125,000 to $149,999",917
92020,2019,9,"$150,000 to $199,999",1082
92020,2019,10,"$200,000 or more",1072
92021,2010,1,"Less than $15,000",2726
92021,2010,2,"$15,000 to $29,999",3867
92021,2010,3,"$30,000 to $44,999",3621
92021,2010,4,"$45,000 to $59,999",3064
92021,2010,5,"$60,000 to $74,999",2627
92021,2010,6,"$75,000 to $99,999",3195
92021,2010,7,"$100,000 to $124,999",1756
92021,2010,8,"$125,000 to $149,999",704
92021,2010,9,"$150,000 to $199,999",694
92021,2010,10,"$200,000 or more",460
92021,2011,1,"Less than $15,000",2736
92021,2011,2,"$15,000 to $29,999",3929
92021,2011,3,"$30,000 to $44,999",3597
92021,2011,4,"$45,000 to $59,999",3089
92021,2011,5,"$60,000 to $74,999",2669
92021,2011,6,"$75,000 to $99,999",3225
92021,2011,7,"$100,000 to $124,999",1711
92021,2011,8,"$125,000 to $149,999",716
92021,2011,9,"$150,000 to $199,999",698
92021,2011,10,"$200,000 or more",431
92021,2012,1,"Less than $15,000",2974
92021,2012,2,"$15,000 to $29,999",4100
92021,2012,3,"$30,000 to $44,999",3674
92021,2012,4,"$45,000 to $59,999",2995
92021,2012,5,"$60,000 to $74,999",2718
92021,2012,6,"$75,000 to $99,999",2816
92021,2012,7,"$100,000 to $124,999",1634
92021,2012,8,"$125,000 to $149,999",733
92021,2012,9,"$150,000 to $199,999",743
92021,2012,10,"$200,000 or more",495
92021,2013,1,"Less than $15,000",3038
92021,2013,2,"$15,000 to $29,999",4339
92021,2013,3,"$30,000 to $44,999",3794
92021,2013,4,"$45,000 to $59,999",2951
92021,2013,5,"$60,000 to $74,999",2608
92021,2013,6,"$75,000 to $99,999",2805
92021,2013,7,"$100,000 to $124,999",1455
92021,2013,8,"$125,000 to $149,999",781
92021,2013,9,"$150,000 to $199,999",815
92021,2013,10,"$200,000 or more",468
92021,2014,1,"Less than $15,000",2970
92021,2014,2,"$15,000 to $29,999",4238
92021,2014,3,"$30,000 to $44,999",3860
92021,2014,4,"$45,000 to $59,999",2969
92021,2014,5,"$60,000 to $74,999",2392
92021,2014,6,"$75,000 to $99,999",2800
92021,2014,7,"$100,000 to $124,999",1599
92021,2014,8,"$125,000 to $149,999",726
92021,2014,9,"$150,000 to $199,999",812
92021,2014,10,"$200,000 or more",603
92021,2015,1,"Less than $15,000",2857
92021,2015,2,"$15,000 to $29,999",4083
92021,2015,3,"$30,000 to $44,999",3598
92021,2015,4,"$45,000 to $59,999",3049
92021,2015,5,"$60,000 to $74,999",2278
92021,2015,6,"$75,000 to $99,999",2837
92021,2015,7,"$100,000 to $124,999",1722
92021,2015,8,"$125,000 to $149,999",870
92021,2015,9,"$150,000 to $199,999",897
92021,2015,10,"$200,000 or more",756
92021,2016,1,"Less than $15,000",2753
92021,2016,2,"$15,000 to $29,999",4111
92021,2016,3,"$30,000 to $44,999",3739
92021,2016,4,"$45,000 to $59,999",3259
92021,2016,5,"$60,000 to $74,999",2277
92021,2016,6,"$75,000 to $99,999",2803
92021,2016,7,"$100,000 to $124,999",1622
92021,2016,8,"$125,000 to $149,999",958
92021,2016,9,"$150,000 to $199,999",863
92021,2016,10,"$200,000 or more",655
92021,2017,1,"Less than $15,000",2651
92021,2017,2,"$15,000 to $29,999",4236
92021,2017,3,"$30,000 to $44,999",3560
92021,2017,4,"$45,000 to $59,999",2902
92021,2017,5,"$60,000 to $74,999",2334
92021,2017,6,"$75,000 to $99,999",2844
92021,2017,7,"$100,000 to $124,999",1622
92021,2017,8,"$125,000 to $149,999",906
92021,2017,9,"$150,000 to $199,999",1060
92021,2017,10,"$200,000 or more",910
92021,2018,1,"Less than $15,000",2512
92021,2018,2,"$15,000 to $29,999",3873
92021,2018,3,"$30,000 to $44,999",3322
92021,2018,4,"$45,000 to $59,999",2825
92021,2018,5,"$60,000 to $74,999",2319
92021,2018,6,"$75,000 to $99,999",3052
92021,2018,7,"$100,000 to $124,999",1740
92021,2018,8,"$125,000 to $149,999",1030
92021,2018,9,"$150,000 to $199,999",1191
92021,2018,10,"$200,000 or more",1167
92021,2019,1,"Less than $15,000",2860
92021,2019,2,"$15,000 to $29,999",3753
92021,2019,3,"$30,000 to $44,999",3422
92021,2019,4,"$45,000 to $59,999",2631
92021,2019,5,"$60,000 to $74,999",2194
92021,2019,6,"$75,000 to $99,999",2921
92021,2019,7,"$100,000 to $124,999",1765
92021,2019,8,"$125,000 to $149,999",1049
92021,2019,9,"$150,000 to $199,999",1211
92021,2019,10,"$200,000 or more",1220
92024,2010,1,"Less than $15,000",1975
92024,2010,2,"$15,000 to $29,999",2185
92024,2010,3,"$30,000 to $44,999",2596
92024,2010,4,"$45,000 to $59,999",1716
92024,2010,5,"$60,000 to $74,999",1719
92024,2010,6,"$75,000 to $99,999",2409
92024,2010,7,"$100,000 to $124,999",1990
92024,2010,8,"$125,000 to $149,999",1530
92024,2010,9,"$150,000 to $199,999",2075
92024,2010,10,"$200,000 or more",2805
92024,2011,1,"Less than $15,000",1956
92024,2011,2,"$15,000 to $29,999",2175
92024,2011,3,"$30,000 to $44,999",2618
92024,2011,4,"$45,000 to $59,999",1694
92024,2011,5,"$60,000 to $74,999",1712
92024,2011,6,"$75,000 to $99,999",2415
92024,2011,7,"$100,000 to $124,999",1997
92024,2011,8,"$125,000 to $149,999",1535
92024,2011,9,"$150,000 to $199,999",2080
92024,2011,10,"$200,000 or more",2805
92024,2012,1,"Less than $15,000",2535
92024,2012,2,"$15,000 to $29,999",2162
92024,2012,3,"$30,000 to $44,999",2314
92024,2012,4,"$45,000 to $59,999",1814
92024,2012,5,"$60,000 to $74,999",1564
92024,2012,6,"$75,000 to $99,999",2510
92024,2012,7,"$100,000 to $124,999",1998
92024,2012,8,"$125,000 to $149,999",1520
92024,2012,9,"$150,000 to $199,999",1949
92024,2012,10,"$200,000 or more",2577
92024,2013,1,"Less than $15,000",2207
92024,2013,2,"$15,000 to $29,999",2181
92024,2013,3,"$30,000 to $44,999",2215
92024,2013,4,"$45,000 to $59,999",1814
92024,2013,5,"$60,000 to $74,999",1521
92024,2013,6,"$75,000 to $99,999",2644
92024,2013,7,"$100,000 to $124,999",2168
92024,2013,8,"$125,000 to $149,999",1579
92024,2013,9,"$150,000 to $199,999",2042
92024,2013,10,"$200,000 or more",2709
92024,2014,1,"Less than $15,000",2142
92024,2014,2,"$15,000 to $29,999",2456
92024,2014,3,"$30,000 to $44,999",1949
92024,2014,4,"$45,000 to $59,999",1739
92024,2014,5,"$60,000 to $74,999",1612
92024,2014,6,"$75,000 to $99,999",2637
92024,2014,7,"$100,000 to $124,999",2292
92024,2014,8,"$125,000 to $149,999",1501
92024,2014,9,"$150,000 to $199,999",1965
92024,2014,10,"$200,000 or more",2957
92024,2015,1,"Less than $15,000",1967
92024,2015,2,"$15,000 to $29,999",2171
92024,2015,3,"$30,000 to $44,999",1821
92024,2015,4,"$45,000 to $59,999",1853
92024,2015,5,"$60,000 to $74,999",1659
92024,2015,6,"$75,000 to $99,999",2643
92024,2015,7,"$100,000 to $124,999",2441
92024,2015,8,"$125,000 to $149,999",1624
92024,2015,9,"$150,000 to $199,999",2105
92024,2015,10,"$200,000 or more",3074
92024,2016,1,"Less than $15,000",1854
92024,2016,2,"$15,000 to $29,999",2142
92024,2016,3,"$30,000 to $44,999",1594
92024,2016,4,"$45,000 to $59,999",1958
92024,2016,5,"$60,000 to $74,999",1747
92024,2016,6,"$75,000 to $99,999",2672
92024,2016,7,"$100,000 to $124,999",2383
92024,2016,8,"$125,000 to $149,999",1634
92024,2016,9,"$150,000 to $199,999",2187
92024,2016,10,"$200,000 or more",3281
92024,2017,1,"Less than $15,000",1500
92024,2017,2,"$15,000 to $29,999",2140
92024,2017,3,"$30,000 to $44,999",1554
92024,2017,4,"$45,000 to $59,999",1921
92024,2017,5,"$60,000 to $74,999",1720
92024,2017,6,"$75,000 to $99,999",2540
92024,2017,7,"$100,000 to $124,999",2433
92024,2017,8,"$125,000 to $149,999",1711
92024,2017,9,"$150,000 to $199,999",2336
92024,2017,10,"$200,000 or more",3703
92024,2018,1,"Less than $15,000",1526
92024,2018,2,"$15,000 to $29,999",2015
92024,2018,3,"$30,000 to $44,999",1546
92024,2018,4,"$45,000 to $59,999",2008
92024,2018,5,"$60,000 to $74,999",1730
92024,2018,6,"$75,000 to $99,999",2408
92024,2018,7,"$100,000 to $124,999",2275
92024,2018,8,"$125,000 to $149,999",1638
92024,2018,9,"$150,000 to $199,999",2362
92024,2018,10,"$200,000 or more",4122
92024,2019,1,"Less than $15,000",1535
92024,2019,2,"$15,000 to $29,999",1789
92024,2019,3,"$30,000 to $44,999",1796
92024,2019,4,"$45,000 to $59,999",1919
92024,2019,5,"$60,000 to $74,999",1524
92024,2019,6,"$75,000 to $99,999",2305
92024,2019,7,"$100,000 to $124,999",2132
92024,2019,8,"$125,000 to $149,999",1759
92024,2019,9,"$150,000 to $199,999",2674
92024,2019,10,"$200,000 or more",4267
92025,2010,1,"Less than $15,000",1973
92025,2010,2,"$15,000 to $29,999",2628
92025,2010,3,"$30,000 to $44,999",2558
92025,2010,4,"$45,000 to $59,999",1827
92025,2010,5,"$60,000 to $74,999",1295
92025,2010,6,"$75,000 to $99,999",1221
92025,2010,7,"$100,000 to $124,999",1117
92025,2010,8,"$125,000 to $149,999",623
92025,2010,9,"$150,000 to $199,999",625
92025,2010,10,"$200,000 or more",647
92025,2011,1,"Less than $15,000",1974
92025,2011,2,"$15,000 to $29,999",2620
92025,2011,3,"$30,000 to $44,999",2562
92025,2011,4,"$45,000 to $59,999",1876
92025,2011,5,"$60,000 to $74,999",1298
92025,2011,6,"$75,000 to $99,999",1202
92025,2011,7,"$100,000 to $124,999",1129
92025,2011,8,"$125,000 to $149,999",627
92025,2011,9,"$150,000 to $199,999",634
92025,2011,10,"$200,000 or more",640
92025,2012,1,"Less than $15,000",1982
92025,2012,2,"$15,000 to $29,999",2800
92025,2012,3,"$30,000 to $44,999",2501
92025,2012,4,"$45,000 to $59,999",2029
92025,2012,5,"$60,000 to $74,999",1254
92025,2012,6,"$75,000 to $99,999",1151
92025,2012,7,"$100,000 to $124,999",1110
92025,2012,8,"$125,000 to $149,999",529
92025,2012,9,"$150,000 to $199,999",574
92025,2012,10,"$200,000 or more",702
92025,2013,1,"Less than $15,000",2058
92025,2013,2,"$15,000 to $29,999",3107
92025,2013,3,"$30,000 to $44,999",2689
92025,2013,4,"$45,000 to $59,999",1971
92025,2013,5,"$60,000 to $74,999",1107
92025,2013,6,"$75,000 to $99,999",1241
92025,2013,7,"$100,000 to $124,999",970
92025,2013,8,"$125,000 to $149,999",568
92025,2013,9,"$150,000 to $199,999",567
92025,2013,10,"$200,000 or more",599
92025,2014,1,"Less than $15,000",2000
92025,2014,2,"$15,000 to $29,999",3030
92025,2014,3,"$30,000 to $44,999",2475
92025,2014,4,"$45,000 to $59,999",2057
92025,2014,5,"$60,000 to $74,999",1158
92025,2014,6,"$75,000 to $99,999",1238
92025,2014,7,"$100,000 to $124,999",913
92025,2014,8,"$125,000 to $149,999",566
92025,2014,9,"$150,000 to $199,999",599
92025,2014,10,"$200,000 or more",786
92025,2015,1,"Less than $15,000",2019
92025,2015,2,"$15,000 to $29,999",2770
92025,2015,3,"$30,000 to $44,999",2551
92025,2015,4,"$45,000 to $59,999",1744
92025,2015,5,"$60,000 to $74,999",1229
92025,2015,6,"$75,000 to $99,999",1431
92025,2015,7,"$100,000 to $124,999",1010
92025,2015,8,"$125,000 to $149,999",554
92025,2015,9,"$150,000 to $199,999",629
92025,2015,10,"$200,000 or more",860
92025,2016,1,"Less than $15,000",1723
92025,2016,2,"$15,000 to $29,999",2830
92025,2016,3,"$30,000 to $44,999",2386
92025,2016,4,"$45,000 to $59,999",1908
92025,2016,5,"$60,000 to $74,999",1328
92025,2016,6,"$75,000 to $99,999",1651
92025,2016,7,"$100,000 to $124,999",1075
92025,2016,8,"$125,000 to $149,999",619
92025,2016,9,"$150,000 to $199,999",702
92025,2016,10,"$200,000 or more",731
92025,2017,1,"Less than $15,000",1520
92025,2017,2,"$15,000 to $29,999",2809
92025,2017,3,"$30,000 to $44,999",2353
92025,2017,4,"$45,000 to $59,999",1755
92025,2017,5,"$60,000 to $74,999",1532
92025,2017,6,"$75,000 to $99,999",1679
92025,2017,7,"$100,000 to $124,999",1068
92025,2017,8,"$125,000 to $149,999",645
92025,2017,9,"$150,000 to $199,999",822
92025,2017,10,"$200,000 or more",818
92025,2018,1,"Less than $15,000",1398
92025,2018,2,"$15,000 to $29,999",2491
92025,2018,3,"$30,000 to $44,999",2179
92025,2018,4,"$45,000 to $59,999",1851
92025,2018,5,"$60,000 to $74,999",1595
92025,2018,6,"$75,000 to $99,999",1848
92025,2018,7,"$100,000 to $124,999",1109
92025,2018,8,"$125,000 to $149,999",702
92025,2018,9,"$150,000 to $199,999",851
92025,2018,10,"$200,000 or more",942
92025,2019,1,"Less than $15,000",1531
92025,2019,2,"$15,000 to $29,999",2364
92025,2019,3,"$30,000 to $44,999",2143
92025,2019,4,"$45,000 to $59,999",1900
92025,2019,5,"$60,000 to $74,999",1538
92025,2019,6,"$75,000 to $99,999",1887
92025,2019,7,"$100,000 to $124,999",1111
92025,2019,8,"$125,000 to $149,999",773
92025,2019,9,"$150,000 to $199,999",910
92025,2019,10,"$200,000 or more",900
92026,2010,1,"Less than $15,000",1831
92026,2010,2,"$15,000 to $29,999",2564
92026,2010,3,"$30,000 to $44,999",2828
92026,2010,4,"$45,000 to $59,999",2463
92026,2010,5,"$60,000 to $74,999",2082
92026,2010,6,"$75,000 to $99,999",2117
92026,2010,7,"$100,000 to $124,999",1579
92026,2010,8,"$125,000 to $149,999",1006
92026,2010,9,"$150,000 to $199,999",706
92026,2010,10,"$200,000 or more",608
92026,2011,1,"Less than $15,000",1834
92026,2011,2,"$15,000 to $29,999",2575
92026,2011,3,"$30,000 to $44,999",2815
92026,2011,4,"$45,000 to $59,999",2481
92026,2011,5,"$60,000 to $74,999",2082
92026,2011,6,"$75,000 to $99,999",2165
92026,2011,7,"$100,000 to $124,999",1599
92026,2011,8,"$125,000 to $149,999",997
92026,2011,9,"$150,000 to $199,999",721
92026,2011,10,"$200,000 or more",603
92026,2012,1,"Less than $15,000",2196
92026,2012,2,"$15,000 to $29,999",2824
92026,2012,3,"$30,000 to $44,999",2861
92026,2012,4,"$45,000 to $59,999",2325
92026,2012,5,"$60,000 to $74,999",1895
92026,2012,6,"$75,000 to $99,999",2032
92026,2012,7,"$100,000 to $124,999",1472
92026,2012,8,"$125,000 to $149,999",878
92026,2012,9,"$150,000 to $199,999",765
92026,2012,10,"$200,000 or more",682
92026,2013,1,"Less than $15,000",2129
92026,2013,2,"$15,000 to $29,999",3059
92026,2013,3,"$30,000 to $44,999",2893
92026,2013,4,"$45,000 to $59,999",2319
92026,2013,5,"$60,000 to $74,999",1778
92026,2013,6,"$75,000 to $99,999",2001
92026,2013,7,"$100,000 to $124,999",1415
92026,2013,8,"$125,000 to $149,999",840
92026,2013,9,"$150,000 to $199,999",818
92026,2013,10,"$200,000 or more",762
92026,2014,1,"Less than $15,000",2407
92026,2014,2,"$15,000 to $29,999",2982
92026,2014,3,"$30,000 to $44,999",2842
92026,2014,4,"$45,000 to $59,999",2144
92026,2014,5,"$60,000 to $74,999",1786
92026,2014,6,"$75,000 to $99,999",2021
92026,2014,7,"$100,000 to $124,999",1437
92026,2014,8,"$125,000 to $149,999",732
92026,2014,9,"$150,000 to $199,999",766
92026,2014,10,"$200,000 or more",833
92026,2015,1,"Less than $15,000",2504
92026,2015,2,"$15,000 to $29,999",3063
92026,2015,3,"$30,000 to $44,999",2671
92026,2015,4,"$45,000 to $59,999",1984
92026,2015,5,"$60,000 to $74,999",1686
92026,2015,6,"$75,000 to $99,999",2053
92026,2015,7,"$100,000 to $124,999",1384
92026,2015,8,"$125,000 to $149,999",882
92026,2015,9,"$150,000 to $199,999",905
92026,2015,10,"$200,000 or more",792
92026,2016,1,"Less than $15,000",2210
92026,2016,2,"$15,000 to $29,999",2936
92026,2016,3,"$30,000 to $44,999",2571
92026,2016,4,"$45,000 to $59,999",1916
92026,2016,5,"$60,000 to $74,999",1804
92026,2016,6,"$75,000 to $99,999",2185
92026,2016,7,"$100,000 to $124,999",1554
92026,2016,8,"$125,000 to $149,999",932
92026,2016,9,"$150,000 to $199,999",973
92026,2016,10,"$200,000 or more",904
92026,2017,1,"Less than $15,000",1951
92026,2017,2,"$15,000 to $29,999",2866
92026,2017,3,"$30,000 to $44,999",2510
92026,2017,4,"$45,000 to $59,999",2083
92026,2017,5,"$60,000 to $74,999",1827
92026,2017,6,"$75,000 to $99,999",2162
92026,2017,7,"$100,000 to $124,999",1573
92026,2017,8,"$125,000 to $149,999",976
92026,2017,9,"$150,000 to $199,999",1210
92026,2017,10,"$200,000 or more",847
92026,2018,1,"Less than $15,000",1727
92026,2018,2,"$15,000 to $29,999",2702
92026,2018,3,"$30,000 to $44,999",2258
